reviews,category_sentiment,category,sentiment,room
"sprei dan sarung bantalnya kuning spt udh lama, wkt pertama masuk salah stel ac jadi kmr panas sekali, tempatnya kurang bersih dn gk bisa check in awal hrs nunggu jam 2, tp nasi goreng yg dijual dibawah enak.",kebersihan-neg,kebersihan,neg,Suite
"sprei dan sarung bantalnya kuning spt udh lama, wkt pertama masuk salah stel ac jadi kmr panas sekali, tempatnya kurang bersih dn gk bisa check in awal hrs nunggu jam 2, tp nasi goreng yg dijual dibawah enak.",service-neg,service,neg,Twin
"kurang memuaskan, lokasi sepi dan sunyi, resort nya pun sepi, kebersihan kamar kurang, air mandi panasnya tdk maksimal. menu sarapan paginya minimalis, masakan kurang enak. ",kebersihan-neg,kebersihan,neg,Suite
"kurang memuaskan, lokasi sepi dan sunyi, resort nya pun sepi, kebersihan kamar kurang, air mandi panasnya tdk maksimal. menu sarapan paginya minimalis, masakan kurang enak. ",air_panas_P1-neg,air_panas_P1,neg,Suite
"kurang memuaskan, lokasi sepi dan sunyi, resort nya pun sepi, kebersihan kamar kurang, air mandi panasnya tdk maksimal. menu sarapan paginya minimalis, masakan kurang enak. ",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Suite
"pintu lemari lepas, CS tidak siap. kurang baik pelayanannya.",service-neg,service,neg,Double
"overall is ok,disediakan sajadah juga, pelayanan bagus. cuma AC nya gak dingin, harusnya AC nya d depan ranjang bukan d atas ranjang. ",general-pos,general,pos,Superior
"overall is ok,disediakan sajadah juga, pelayanan bagus. cuma AC nya gak dingin, harusnya AC nya d depan ranjang bukan d atas ranjang. ",service-pos,service,pos,Twin
"overall is ok,disediakan sajadah juga, pelayanan bagus. cuma AC nya gak dingin, harusnya AC nya d depan ranjang bukan d atas ranjang. ",ac_P1-neg,ac_P1,neg,Single
foto sama kenyataannya bedah...ukuran kamar kecil beda dengan foto..wifi lelet😥,wifi_P1-neg,wifi_P1,neg,Single
Ac dan wifi nya kalau bisa diperbaiki.,ac_P1-neg,ac_P1,neg,Deluxe
Ac dan wifi nya kalau bisa diperbaiki.,wifi_P1-neg,wifi_P1,neg,Double
wifi nya rada susah...tdk ad air panas nya untuk mandi......siaran tv nya lokal ...pelayanan nya baik ...ramah...,wifi_P1-neg,wifi_P1,neg,Twin
wifi nya rada susah...tdk ad air panas nya untuk mandi......siaran tv nya lokal ...pelayanan nya baik ...ramah...,air_panas_P1-neg,air_panas_P1,neg,Superior
wifi nya rada susah...tdk ad air panas nya untuk mandi......siaran tv nya lokal ...pelayanan nya baik ...ramah...,tv_P1-neg,tv_P1,neg,Single
wifi nya rada susah...tdk ad air panas nya untuk mandi......siaran tv nya lokal ...pelayanan nya baik ...ramah...,service-pos,service,pos,Single
"Pintu lobby tidak 24 jam, jam 12 malam pintu lobby digembok/ dikunci. WiFi tidak bisa dipakai. Dikasih kamar dilantai 5, pegal kaki naik tangga ke lantai 5.",wifi_P1-neg,wifi_P1,neg,Single
chanel tv nya cuma sedikit. selebihnya ok. deket jalan raya.,tv_P1-neg,tv_P1,neg,Twin
chanel tv nya cuma sedikit. selebihnya ok. deket jalan raya.,general-pos,general,pos,Deluxe
"kamarnya ga di sapu,  selimutny lembab,  tapi enakny dapat fasilitas handuk cemilan",-ignored-,,ignored,Deluxe
"no, WC tidak berkualitas, menjijikkan",kebersihan-neg,kebersihan,neg,Single
Ac dan wifi nya kalau bisa diperbaiki.,ac_P1-neg,ac_P1,neg,Twin
Ac dan wifi nya kalau bisa diperbaiki.,wifi_P1-neg,wifi_P1,neg,Superior
"ac lebih dingin dari yg kemarin, lebih nyaman,, thanks airy",ac_P1-pos,ac_P1,pos,Twin
"Kotor, jelek",kebersihan-neg,kebersihan,neg,Single
Bau rokok,bau_P1-neg,bau_P1,neg,Single
"Perlu diperbaiki masalah air yang bau, pelayanan yang kurang baik.",service-neg,service,neg,Superior
"Kurang bersih kamarnya, Air nya bau, Air Kuning. Harap di perbaiki lagi",kebersihan-neg,kebersihan,neg,Deluxe
"Semuanya perlu di perbaiki, memilih tidak jadi menginap owe huhu :",general-neg,general,neg,Superior
"Pelayanan bagus, namun kebersihan kurang",service-pos,service,pos,Suite
"Pelayanan bagus, namun kebersihan kurang",kebersihan-neg,kebersihan,neg,Superior
"Kurang bersih dan kurang ramah, aturan terlalu kaku sehingga membuat tidak nyaman",kebersihan-neg,kebersihan,neg,Suite
"Kurang bersih dan kurang ramah, aturan terlalu kaku sehingga membuat tidak nyaman",service-neg,service,neg,Single
"sudah beberapa kali nginap disini,tp untuk yg terakhir ini ko kecewa bgt yaah...cs kerjanya grasak-grusuk beresin kamar sebelah,ribut banget!!!",service-neg,service,neg,Single
"Bangunan baru, kamar lumayan bagus, cuma sayang kamar mandi kotor seperti tidak pernah dibersihkan, parkir mobil terbatas.",kebersihan-neg,kebersihan,neg,Twin
Lumayan cuman tvnya ga ada salurannya tidak bisa nonton tv,tv_P1-neg,tv_P1,neg,Suite
such a good hotel with affordable price. but koneksi internet cukup jelek. terimakasih,wifi_P1-neg,wifi_P1,neg,Superior
"Kamar nya besar,  cm ya gitu kloset nya kotor,  kasur plus bed covernya gk tau knp bkin gatel sebadan,  kluar dr room,  bdan bentol smua,  apa kurang bersih apa gmn ya?  Tp overall g trll mngecewakan kq dng tarifnya.  Mksih ya",kebersihan-neg,kebersihan,neg,Superior
"Kamar nya besar,  cm ya gitu kloset nya kotor,  kasur plus bed covernya gk tau knp bkin gatel sebadan,  kluar dr room,  bdan bentol smua,  apa kurang bersih apa gmn ya?  Tp overall g trll mngecewakan kq dng tarifnya.  Mksih ya",linen_P1-neg,linen_P1,neg,Twin
"Kamar nya besar,  cm ya gitu kloset nya kotor,  kasur plus bed covernya gk tau knp bkin gatel sebadan,  kluar dr room,  bdan bentol smua,  apa kurang bersih apa gmn ya?  Tp overall g trll mngecewakan kq dng tarifnya.  Mksih ya",general-pos,general,pos,Superior
"fasilitas sdh ok cm aroma kamar mandi masya allah,membuat tdk betah dikamar...mohon jd perhatian agar sgra dibersihkan",bau_P1-neg,bau_P1,neg,Twin
AC rusak :(,ac_P1-neg,ac_P1,neg,Superior
"Pelayanannya sangat buruk, pelayannya kurang sopan dan ramah!",service-neg,service,neg,Single
"seprainya kotor, bantalnya bau, seprei bantal ga digantii.. ",kebersihan-neg,kebersihan,neg,Twin
"seprainya kotor, bantalnya bau, seprei bantal ga digantii.. ",linen_P1-neg,linen_P1,neg,Superior
"lumayan ,tpi kamar mandi aga bau .snak nya juga gada kta nya blom dkirim dr airy nya",bau_P1-neg,bau_P1,neg,Deluxe
"lumayan ,tpi kamar mandi aga bau .snak nya juga gada kta nya blom dkirim dr airy nya",linen_P1-neg,linen_P1,neg,Twin
AC kurang dingin. kondisinya agak berdebu. Air panas tidak berfungsi. Pelayanan dan fasilitas oke,ac_P1-neg,ac_P1,neg,Suite
AC kurang dingin. kondisinya agak berdebu. Air panas tidak berfungsi. Pelayanan dan fasilitas oke,kebersihan-neg,kebersihan,neg,Suite
AC kurang dingin. kondisinya agak berdebu. Air panas tidak berfungsi. Pelayanan dan fasilitas oke,air_panas_P1-neg,air_panas_P1,neg,Suite
AC kurang dingin. kondisinya agak berdebu. Air panas tidak berfungsi. Pelayanan dan fasilitas oke,service-pos,service,pos,Single
"Sayangnya air panasnya tidak ada, padahal di kota seperti malang tanpa air panas padahal harusnya ada karena sudah tertulis di standar fasilitas airy. Tapi pihak hotel baik karena pagi-pagi tetep dikasih kopi teh sama roti walopun tidak ada perjanjian dapat sarapan.",air_panas_P1-neg,air_panas_P1,neg,Deluxe
"Sayangnya air panasnya tidak ada, padahal di kota seperti malang tanpa air panas padahal harusnya ada karena sudah tertulis di standar fasilitas airy. Tapi pihak hotel baik karena pagi-pagi tetep dikasih kopi teh sama roti walopun tidak ada perjanjian dapat sarapan.",sunrise_meal_P1-pos,sunrise_meal_P1,pos,Single
"kamar catnya banyak lumut, kamar sempit, wc kurang bersih, keran westafel rusak. ",kebersihan-neg,kebersihan,neg,Twin
"bagus.... tpi air dalam toilet sangat kecil, dan tdk ada air panasnya",air_panas_P1-neg,air_panas_P1,neg,Double
"Kamarnya bau, selebihnya oke oke saja. Pelayananannya kurang welcome.",bau_P1-neg,bau_P1,neg,Single
"Kamarnya bau, selebihnya oke oke saja. Pelayananannya kurang welcome.",general-pos,general,pos,Single
"Kamarnya bau, selebihnya oke oke saja. Pelayananannya kurang welcome.",service-neg,service,neg,Double
"Kamar kurang nyaman, tempat tidur terlalu tinggi jadi tidak enak, kebersihan juga kurang.",linen_P1-neg,linen_P1,neg,Double
"Kamar kurang nyaman, tempat tidur terlalu tinggi jadi tidak enak, kebersihan juga kurang.",kebersihan-neg,kebersihan,neg,Twin
"Agak sempit, keramik kamar mandi licin",kebersihan-neg,kebersihan,neg,Double
"Kamar mandi jorok, tempat tidurnya pun spreinya kotor minta di ganti tidak di ganti-gantinya .",kebersihan-neg,kebersihan,neg,Deluxe
"Kamar mandi jorok, tempat tidurnya pun spreinya kotor minta di ganti tidak di ganti-gantinya .",linen_P1-neg,linen_P1,neg,Single
"pengalaman yang sungguh menyenangkan bisa berada di airyroom Duku Pakis Kupang Baru Raya 19 ini , namun yang saya sayangkan adalah pelayanan yang saya rasa kurang professional dan kebocoran pada ac sehingga air menetes ke lantai , selain itu juga kebersihan kamar kurang terjaga sehingga membuat kurang nyaman bagi saya sendiri sebagai pengunjung.   ",service-neg,service,neg,Double
"pengalaman yang sungguh menyenangkan bisa berada di airyroom Duku Pakis Kupang Baru Raya 19 ini , namun yang saya sayangkan adalah pelayanan yang saya rasa kurang professional dan kebocoran pada ac sehingga air menetes ke lantai , selain itu juga kebersihan kamar kurang terjaga sehingga membuat kurang nyaman bagi saya sendiri sebagai pengunjung.   ",ac_P1-neg,ac_P1,neg,Suite
"pengalaman yang sungguh menyenangkan bisa berada di airyroom Duku Pakis Kupang Baru Raya 19 ini , namun yang saya sayangkan adalah pelayanan yang saya rasa kurang professional dan kebocoran pada ac sehingga air menetes ke lantai , selain itu juga kebersihan kamar kurang terjaga sehingga membuat kurang nyaman bagi saya sendiri sebagai pengunjung.   ",kebersihan-neg,kebersihan,neg,Superior
"Nice place , dekat dengan pusat hiburan hanya perlu jalan kaki saja ... sarapan enak , staf sangat ramah ... saran saja untuk kran kamar yg bocor harap diperbaiki karena sangat mengganggu ketika sedang tidue",sunrise_meal_P1-pos,sunrise_meal_P1,pos,Single
"Nice place , dekat dengan pusat hiburan hanya perlu jalan kaki saja ... sarapan enak , staf sangat ramah ... saran saja untuk kran kamar yg bocor harap diperbaiki karena sangat mengganggu ketika sedang tidue",service-pos,service,pos,Superior
Ac kurang dingin,ac_P1-neg,ac_P1,neg,Double
Kamarnya pojooookkkk kali...WiFi setengah hati...,wifi_P1-neg,wifi_P1,neg,Double
"no hot water, no attention on special request",-ignored-,,ignored,Deluxe
"sy menginap semalam di kmr 601, hanya TV dikmr tdk berfungsi dgn baik, gambar bergelombang/ tdk jelas",tv_P1-neg,tv_P1,neg,Superior
Tempat parkir mobil kurang memadai. Mobil saya ada yang lecet/penyok akibat diparkirkan pihak hotel di tempat lain karena banyaknya tamu kafe. Penggantian dari pihak hotel pun tidak maksimal.,service-neg,service,neg,Twin
ac kamar sering mati-nyala & membuat kamar super panas,ac_P1-neg,ac_P1,neg,Single
"hotelnya bagus,kamarnya juga bersih,kamar mandi luas dan bersih,suasananya tenang dan asri ada beberapa kekurangan 1. AC kurang dingin 2. Air Panas untuk mandi tidak ada",kebersihan-pos,kebersihan,pos,Superior
"hotelnya bagus,kamarnya juga bersih,kamar mandi luas dan bersih,suasananya tenang dan asri ada beberapa kekurangan 1. AC kurang dingin 2. Air Panas untuk mandi tidak ada",ac_P1-neg,ac_P1,neg,Double
"hotelnya bagus,kamarnya juga bersih,kamar mandi luas dan bersih,suasananya tenang dan asri ada beberapa kekurangan 1. AC kurang dingin 2. Air Panas untuk mandi tidak ada",air_panas_P1-neg,air_panas_P1,neg,Double
Ac kurang dingin,ac_P1-neg,ac_P1,neg,Suite
selimutnya kotor,kebersihan-neg,kebersihan,neg,Double
selimutnya kotor,linen_P1-neg,linen_P1,neg,Double
dari lubang Toiletnya kemarin ada keluar tikus dan masuk kekamar,linen_P1-neg,linen_P1,neg,Deluxe
"tempatnya bagus buat yg suka sunyi. lokasinya cukup sulit di tempuh transportasi. tak ada amenities airy, perlengkapan mandi airy pun tak ada, snack pun tak ada. supirnya ramah. semua ramah. sarapannya tidak buffet tp ala carte...",linen_P1-neg,linen_P1,neg,Double
"tempatnya bagus buat yg suka sunyi. lokasinya cukup sulit di tempuh transportasi. tak ada amenities airy, perlengkapan mandi airy pun tak ada, snack pun tak ada. supirnya ramah. semua ramah. sarapannya tidak buffet tp ala carte...",service-pos,service,pos,Suite
"tempatnya bagus buat yg suka sunyi. lokasinya cukup sulit di tempuh transportasi. tak ada amenities airy, perlengkapan mandi airy pun tak ada, snack pun tak ada. supirnya ramah. semua ramah. sarapannya tidak buffet tp ala carte...",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Superior
cemilannya tidak ada padahal saya menginap 2 malam,linen_P1-neg,linen_P1,neg,Single
Biasa di airy dapet snack tpi disini enggak. Alat mandi aja harus minta dulu baru dikasih. Tapi kamarnya besar dan lumayan nyaman.,linen_P1-neg,linen_P1,neg,Superior
"AC tidak dingin sama sekali, tidak ada tempat sampah dalam kamar.",ac_P1-neg,ac_P1,neg,Suite
AC Kurang dingin,ac_P1-neg,ac_P1,neg,Suite
bau debu,bau_P1-neg,bau_P1,neg,Double
"Desain kamarnya unik, aku suka jadi langsung menghadap keluar. Tapi sayang ac nya kurang dingin. Dan ruang receptionist nya kurang nyaman. ",ac_P1-neg,ac_P1,neg,Superior
sangat kecewa dengan tv yg buram. ... percuma ada tv cuma pajangan..tidak bisa di toton. bikin sakit mat.. airy temapat lain bagus,tv_P1-neg,tv_P1,neg,Twin
bersih tp ac nya gak dingin,kebersihan-pos,kebersihan,pos,Superior
bersih tp ac nya gak dingin,ac_P1-neg,ac_P1,neg,Twin
"Sesampainya di lokasi, ternyata kamar belum dibereskan. lalu akhirnya kami pindah kamar. untuk menu lauk sarapan diharapkan ada yang tidak pedas agar anak-anak bisa makan",-ignored-,,ignored,Single
AC panas dan bocor,ac_P1-neg,ac_P1,neg,Single
jaringan WiFi dalam kamar lelet,wifi_P1-neg,wifi_P1,neg,Superior
"ruangannya agak bau apek. biasanya klo airy room dapat snack, disini ga dapat sama sekali. sarapan juga ala kadarnya rasanya ga enak.",bau_P1-neg,bau_P1,neg,Single
"ruangannya agak bau apek. biasanya klo airy room dapat snack, disini ga dapat sama sekali. sarapan juga ala kadarnya rasanya ga enak.",linen_P1-neg,linen_P1,neg,Twin
"ruangannya agak bau apek. biasanya klo airy room dapat snack, disini ga dapat sama sekali. sarapan juga ala kadarnya rasanya ga enak.",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Superior
Kamar mandi kurang bersih,kebersihan-neg,kebersihan,neg,Single
"Tv bermasalah, air panas tdk berfungsi, kamar ckup bersih tp ada kecoanya.",tv_P1-neg,tv_P1,neg,Twin
"Tv bermasalah, air panas tdk berfungsi, kamar ckup bersih tp ada kecoanya.",air_panas_P1-neg,air_panas_P1,neg,Deluxe
"Tv bermasalah, air panas tdk berfungsi, kamar ckup bersih tp ada kecoanya.",kebersihan-neg,kebersihan,neg,Deluxe
Ac kurang dingin,ac_P1-neg,ac_P1,neg,Single
kamar tidak sesuai dgn d foto. seprai dan selimut tdk bersih dan tdk std airy. lingkungan kurang bersih sdng d foto tampilanx mengesankan.,linen_P1-neg,linen_P1,neg,Twin
kamar tidak sesuai dgn d foto. seprai dan selimut tdk bersih dan tdk std airy. lingkungan kurang bersih sdng d foto tampilanx mengesankan.,kebersihan-neg,kebersihan,neg,Deluxe
agak gatal sih tidur di sini...,-ignored-,,ignored,Double
"Beda banget sama yang difoto, kotor.",kebersihan-neg,kebersihan,neg,Double
"Bagus, cuman air panas ga berfungsi, ac dingin banget... pokoknya aman",air_panas_P1-neg,air_panas_P1,neg,Single
"Bagus, cuman air panas ga berfungsi, ac dingin banget... pokoknya aman",ac_P1-neg,ac_P1,neg,Superior
"tempat nyaman, homey, pelayanannya ramah, hanya kebersihan kamar mandi perlu ditingkatkan..",service-pos,service,pos,Single
"tempat nyaman, homey, pelayanannya ramah, hanya kebersihan kamar mandi perlu ditingkatkan..",kebersihan-neg,kebersihan,neg,Double
Kebersihan perlu ditingkatkan,kebersihan-neg,kebersihan,neg,Deluxe
bau dan Ac tidak dingin,bau_P1-neg,bau_P1,neg,Superior
bau dan Ac tidak dingin,ac_P1-neg,ac_P1,neg,Double
hot shower tolong diperhatiin lagi krn komplain ke resepsionist tidak ada tanggapan..hoy shower tidak  panas...tq,air_panas_P1-neg,air_panas_P1,neg,Deluxe
hot shower tolong diperhatiin lagi krn komplain ke resepsionist tidak ada tanggapan..hoy shower tidak  panas...tq,service-neg,service,neg,Twin
maaf tidak berkesan sama sekali. pelayanan buruk dan harga tidak sesuai dgn pelayanan. petugas kurang ramah,service-neg,service,neg,Single
fasilitas cukup baik...namun tidak ada sama sekali complimentary khas Airy.. tidak ada snack.. tidak ada alat mandi.. tidak ada nantal airy.. tidak berasa menginap dengan airy sama sekali..,linen_P1-neg,linen_P1,neg,Twin
ga ada perlengkapan mandi cuma handuk kamar mandi bau,linen_P1-neg,linen_P1,neg,Superior
ga ada perlengkapan mandi cuma handuk kamar mandi bau,bau_P1-neg,bau_P1,neg,Suite
"Air untuk mandi habis, sebelumnya kotor berwarna kuning. sampai menghubungi cs karena air habis, padahal yang menginap tamu nya sedikit, kamar mandi ber bau.",-ignored-,,ignored,Deluxe
overall memuaskan. hanya saja penghuni sebelumnya perokok sehingga saat masuk bau rokok sangat menyengat dan ada puntung rokok di tempat sampah kamar mandi.,general-pos,general,pos,Single
overall memuaskan. hanya saja penghuni sebelumnya perokok sehingga saat masuk bau rokok sangat menyengat dan ada puntung rokok di tempat sampah kamar mandi.,bau_P1-neg,bau_P1,neg,Twin
overall memuaskan. hanya saja penghuni sebelumnya perokok sehingga saat masuk bau rokok sangat menyengat dan ada puntung rokok di tempat sampah kamar mandi.,kebersihan-neg,kebersihan,neg,Suite
"AC nya tidak dingin,, air shower nya kecil,dan pressure nya tidak kuat.",ac_P1-neg,ac_P1,neg,Single
"Sesuai harga, tapi AC tidak dingin dan begitu masuk kamar sinyal HP hilang.",ac_P1-neg,ac_P1,neg,Suite
nice. wifinya aja kurang kenceng sampe kamar,wifi_P1-neg,wifi_P1,neg,Single
Staff tidak ramah. Keset kaki tidak ada. Cahaya kurang terang.,service-neg,service,neg,Deluxe
Staff tidak ramah. Keset kaki tidak ada. Cahaya kurang terang.,linen_P1-neg,linen_P1,neg,Twin
"No kamar 306 kamarnya banyak serangga, debu, kotor dan bau. Mau nonton TV malah tidak ada signalnya kamar mandi kotor airnya kuning dan asin sampai-sampai pas check-out tidak mandi dan sikat gigi sungguh tidak memuaskan dan menyesal beda sama di airy rooms yang lain.",kebersihan-neg,kebersihan,neg,Single
"No kamar 306 kamarnya banyak serangga, debu, kotor dan bau. Mau nonton TV malah tidak ada signalnya kamar mandi kotor airnya kuning dan asin sampai-sampai pas check-out tidak mandi dan sikat gigi sungguh tidak memuaskan dan menyesal beda sama di airy rooms yang lain.",bau_P1-neg,bau_P1,neg,Twin
"No kamar 306 kamarnya banyak serangga, debu, kotor dan bau. Mau nonton TV malah tidak ada signalnya kamar mandi kotor airnya kuning dan asin sampai-sampai pas check-out tidak mandi dan sikat gigi sungguh tidak memuaskan dan menyesal beda sama di airy rooms yang lain.",tv_P1-neg,tv_P1,neg,Suite
